sample-id	absolute-filepath	Group	Colour
P79-14d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/P79-14d.341F_806R.fastq.gz	Z1	#D4D4D4
P79-1d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/P79-1d.341F_806R.fastq.gz	Z1	#D4D4D4
P79-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/P79-7d.341F_806R.fastq.gz	Z1	#D4D4D4
Q119-14d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/Q119-14d.341F_806R.fastq.gz	Z1	#D4D4D4
Q119-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/Q119-7d.341F_806R.fastq.gz	Z1	#D4D4D4
Q120-14d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/Q120-14d.341F_806R.fastq.gz	Z1	#D4D4D4
Q120-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/Q120-7d.341F_806R.fastq.gz	Z1	#D4D4D4
Q121-14d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/Q121-14d.341F_806R.fastq.gz	Z1	#D4D4D4
Q121-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/Q121-7d.341F_806R.fastq.gz	Z1	#D4D4D4
Q122-14d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/Q122-14d.341F_806R.fastq.gz	Z1	#D4D4D4
Q122-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/Q122-7d.341F_806R.fastq.gz	Z1	#D4D4D4
Q123-14d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/Q123-14d.341F_806R.fastq.gz	Z1	#D4D4D4
Q123-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/Q123-7d.341F_806R.fastq.gz	Z1	#D4D4D4
Q124-14d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/Q124-14d.341F_806R.fastq.gz	Z1	#D4D4D4
Q124-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/Q124-7d.341F_806R.fastq.gz	Z1	#D4D4D4
Q80-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/Q80-7d.341F_806R.fastq.gz	Z1	#D4D4D4
Q81-14d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/Q81-14d.341F_806R.fastq.gz	Z1	#D4D4D4
Q81-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/Q81-7d.341F_806R.fastq.gz	Z1	#D4D4D4
Q82-14d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/Q82-14d.341F_806R.fastq.gz	Z1	#D4D4D4
Q82-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/Q82-7d.341F_806R.fastq.gz	Z1	#D4D4D4
Q83-14d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/Q83-14d.341F_806R.fastq.gz	Z1	#D4D4D4
Q83-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/Q83-7d.341F_806R.fastq.gz	Z1	#D4D4D4
Q84-14d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/Q84-14d.341F_806R.fastq.gz	Z1	#D4D4D4
Q84-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/Q84-7d.341F_806R.fastq.gz	Z1	#D4D4D4
Q85-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/Q85-7d.341F_806R.fastq.gz	Z1	#D4D4D4
R86-14d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/R86-14d.341F_806R.fastq.gz	Z1	#D4D4D4
R86-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/R86-7d.341F_806R.fastq.gz	Z1	#D4D4D4
R87-14d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/R87-14d.341F_806R.fastq.gz	Z1	#D4D4D4
R87-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/R87-7d.341F_806R.fastq.gz	Z1	#D4D4D4
R88-14d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/R88-14d.341F_806R.fastq.gz	Z1	#D4D4D4
R88-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/R88-7d.341F_806R.fastq.gz	Z1	#D4D4D4
R89-14d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/R89-14d.341F_806R.fastq.gz	Z1	#D4D4D4
R89-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/R89-7d.341F_806R.fastq.gz	Z1	#D4D4D4
R90-14d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/R90-14d.341F_806R.fastq.gz	Z1	#D4D4D4
R90-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/R90-7d.341F_806R.fastq.gz	Z1	#D4D4D4
R91-14d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/R91-14d.341F_806R.fastq.gz	Z1	#D4D4D4
R91-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/R91-7d.341F_806R.fastq.gz	Z1	#D4D4D4
V29-14d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/V29-14d.341F_806R.fastq.gz	Z1	#D4D4D4
V29-1d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/V29-1d.341F_806R.fastq.gz	Z1	#D4D4D4
V29-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/V29-7d.341F_806R.fastq.gz	Z1	#D4D4D4
V30-14d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/V30-14d.341F_806R.fastq.gz	Z1	#D4D4D4
V30-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/V30-7d.341F_806R.fastq.gz	Z1	#D4D4D4
V31-14d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/V31-14d.341F_806R.fastq.gz	Z1	#D4D4D4
V31-1d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/V31-1d.341F_806R.fastq.gz	Z1	#D4D4D4
V31-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/V31-7d.341F_806R.fastq.gz	Z1	#D4D4D4
V32-14d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/V32-14d.341F_806R.fastq.gz	Z1	#D4D4D4
V32-1d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/V32-1d.341F_806R.fastq.gz	Z1	#D4D4D4
V32-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/V32-7d.341F_806R.fastq.gz	Z1	#D4D4D4
V33-14d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/V33-14d.341F_806R.fastq.gz	Z1	#D4D4D4
V33-1d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/V33-1d.341F_806R.fastq.gz	Z1	#D4D4D4
V33-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/V33-7d.341F_806R.fastq.gz	Z1	#D4D4D4
V34-14d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/V34-14d.341F_806R.fastq.gz	Z1	#D4D4D4
V34-1d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/V34-1d.341F_806R.fastq.gz	Z1	#D4D4D4
V34-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/V34-7d.341F_806R.fastq.gz	Z1	#D4D4D4
V35-14d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/V35-14d.341F_806R.fastq.gz	Z1	#D4D4D4
V35-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/V35-7d.341F_806R.fastq.gz	Z1	#D4D4D4
VI36-14d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/VI36-14d.341F_806R.fastq.gz	Z1	#D4D4D4
VI36-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/VI36-7d.341F_806R.fastq.gz	Z1	#D4D4D4
VI37-14d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/VI37-14d.341F_806R.fastq.gz	Z1	#D4D4D4
VI37-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/VI37-7d.341F_806R.fastq.gz	Z1	#D4D4D4
VI38-14d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/VI38-14d.341F_806R.fastq.gz	Z1	#D4D4D4
VI38-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/VI38-7d.341F_806R.fastq.gz	Z1	#D4D4D4
VI39-14d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/VI39-14d.341F_806R.fastq.gz	Z1	#D4D4D4
VI39-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/VI39-7d.341F_806R.fastq.gz	Z1	#D4D4D4
VI40-14d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/VI40-14d.341F_806R.fastq.gz	Z1	#D4D4D4
VI40-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/VI40-7d.341F_806R.fastq.gz	Z1	#D4D4D4
VI41-14d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/VI41-14d.341F_806R.fastq.gz	Z1	#D4D4D4
VI41-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/VI41-7d.341F_806R.fastq.gz	Z1	#D4D4D4
VI42-14d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/VI42-14d.341F_806R.fastq.gz	Z1	#D4D4D4
VI42-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/VI42-7d.341F_806R.fastq.gz	Z1	#D4D4D4
VII43-14d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/VII43-14d.341F_806R.fastq.gz	Z1	#D4D4D4
VII43-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/VII43-7d.341F_806R.fastq.gz	Z1	#D4D4D4
VII44-14d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/VII44-14d.341F_806R.fastq.gz	Z1	#D4D4D4
VII44-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/VII44-7d.341F_806R.fastq.gz	Z1	#D4D4D4
VII45-14d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/VII45-14d.341F_806R.fastq.gz	Z1	#D4D4D4
VII45-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/VII45-7d.341F_806R.fastq.gz	Z1	#D4D4D4
VII46-14d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/VII46-14d.341F_806R.fastq.gz	Z1	#D4D4D4
VII46-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/VII46-7d.341F_806R.fastq.gz	Z1	#D4D4D4
VII47-14d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/VII47-14d.341F_806R.fastq.gz	Z1	#D4D4D4
VII47-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/VII47-7d.341F_806R.fastq.gz	Z1	#D4D4D4
VII48-14d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/VII48-14d.341F_806R.fastq.gz	Z1	#D4D4D4
VII48-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/VII48-7d.341F_806R.fastq.gz	Z1	#D4D4D4
VII49-14d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/VII49-14d.341F_806R.fastq.gz	Z1	#D4D4D4
VII49-7d	/home/Metagenome/LiuQ/16s/FS1108/0_raw_data/VII49-7d.341F_806R.fastq.gz	Z1	#D4D4D4
